terms,polarity
to,O
your,O
booth,O
!,O
,
My,O
party,O
had,O
the,O
BBE,T-POS
$29,T-POS
fixe,T-POS
prix,T-POS
menu,T-POS
",",O
which,O
was,O
such,O
a,O
wonderful,O
deal,O
since,O
it,O
also,O
came,O
with,O
a,O
flight,O
of,O
sake,O
!,O
,
I,O
never,O
used,O
to,O
be,O
a,O
fan,O
of,O
sakes,O
but,O
am,O
lately,O
experimenting,O
with,O
it,O
a,O
lot,O
more,O
and,O
am,O
acquiring,O
a,O
better,O
taste,O
of,O
it,O
.,O
,
Our,O
first,O
course,O
was,O
Tuna,O
Sashimi,O
with,O
Green,O
Yuzu,O
Sauce,O
.,O
,
I,O
picked,O
the,O
Grilled,T-POS
Black,T-POS
Cod,T-POS
as,O
my,O
entree,O
",",O
which,O
I,O
absolutely,O
devoured,O
while,O
someone,O
commented,O
that,O
the,O
Grilled,T-POS
Salmon,T-POS
dish,T-POS
was,O
better,O
.,O
,
The,O
entrees,O
were,O
served,O
with,O
miso,O
soup,O
and,O
rice,O
.,O
,
The,O
sake's,T-POS
complimented,O
the,O
courses,O
very,O
well,O
and,O
is,O
successfully,O
easing,O
me,O
into,O
the,O
sake,O
world,O
.,O
,
For,O
desserts,O
",",O
we,O
tried,O
the,O
frozen,T-NEU
black,T-NEU
sesame,T-NEU
mousse,T-NEU
interesting,O
but,O
not,O
extraordinary,O
and,O
matcha,T-POS
(powdered,T-POS
green,T-POS
tea),T-POS
and,T-POS
blueberry,T-POS
cheesecake,T-POS
",",O
which,O
was,O
phenomenal,O
.,O
,
Maybe,O
it,O
was,O
the,O
great,O
company,O
I,O
had,O
friends,O
visiting,O
from,O
Philly,O
",",O
yes,O
",",O
it,O
was,O
not,O
a,O
date,O
this,O
time,O
or,O
the,O
super,O
reasonable,O
price,O
point,O
",",O
but,O
I,O
just,O
ca,O
n't,O
say,O
enough,O
good,O
things,O
about,O
this,O
brasserie,T-POS
.,O
,
I,O
do,O
n't,O
usually,O
visit,O
the,O
same,O
establishment,O
more,O
than,O
once,O
",",O
what,O
more,O
twice,O
",",O
but,O
I,O
'll,O
come,O
to,O
Zenkichi,T-POS
anytime,O
for,O
a,O
quiet,O
",",O
unhurried,O
and,O
memorable,O
dinner,O
.,O
,
Terrible,O
would,O
be,O
a,O
compliment,O
!,O
,
The,O
service,T-NEG
leaves,O
much,O
to,O
be,O
desired,O
",",O
from,O
feeling,O
like,O
you,O
are,O
rushed,O
the,O
place,O
your,O
order,O
",",O
to,O
being,O
ignored,O
the,O
rest,O
of,O
the,O
night,O
.,O
,
We,O
were,O
10,O
people,O
celebrtating,O
a,O
birthday,O
",",O
we,O
sat,O
in,O
the,O
tent,O
.,O
,
We,O
paid,O
a,O
fixed,O
pricce,O
but,O
got,O
nothing,O
!,O
!,O
,
We,O
never,O
ate,O
because,O
by,O
close,O
to,O
2,O
in,O
the,O
monring,O
we,O
were,O
not,O
served,O
and,O
were,O
too,O
upset,O
ad,O
tired,O
to,O
start,O
eating,O
.,O
,
They,O
are,O
extremely,O
rude,O
",",O
not,O
even,O
apologizing,O
for,O
the,O
horrible,O
service,T-NEG
we,O
got,O
and,O
handing,O
us,O
a,O
bill,O
well,O
over,O
$,O
500,O
for,O
some,O
drinks,T-NEG
adn,O
their,O
pita,T-NEG
bread,T-NEG
!,O
,
Stay,O
away,O
,
Great,O
Shabu,T-POS
Shabu,T-POS
,
I,O
go,O
here,O
at,O
least,O
once,O
every,O
other,O
week,O
",",O
particularly,O
when,O
it,O
's,O
cold,O
!,O
,
I,O
love,O
it,O
.,O
,
I,O
tried,O
a,O
couple,O
other,O
dishes,T-NEU
but,O
was,O
n't,O
too,O
impressed,O
.,O
,
But,O
for,O
the,O
Shabu,T-POS
Shabu,T-POS
",",O
you,O
wo,O
n't,O
find,O
much,O
better,O
in,O
NY,O
.,O
,
Dokebi,O
gives,O
Williamsburg,O
the,O
right,O
one-two,O
punch,O
of,O
classic,O
Korean,T-POS
food,T-POS
and,O
fusion,T-POS
twists,T-POS
like,O
pork,T-POS
belly,T-POS
tacos,T-POS
.,O
,
Restaurant,O
with,O
a,O
view,T-NEU
,
Celebrated,O
my,O
fathers,O
birthday,O
here,O
.,O
,
The,O
food,T-POS
tasted,O
very,O
good,O
.,O
,
The,O
main,T-POS
entree,T-POS
was,O
also,O
very,O
good,O
.,O
,
We,O
order,O
a,O
bit,O
of,O
everything,O
on,O
the,O
menu,O
.,O
,
Price,O
is,O
high,O
but,O
the,O
food,T-POS
is,O
good,O
",",O
so,O
I,O
would,O
come,O
back,O
again,O
.,O
,
This,O
place,T-NEG
does,O
n't,O
make,O
any,O
sense,O
,
Just,O
want,O
to,O
warn,O
you,O
all,O
",",O
do,O
n't,O
waste,O
your,O
time,O
and,O
money,O
.,O
,
This,O
place,O
has,O
totally,O
weird,O
decor,T-NEG
",",O
stairs,O
going,O
up,O
with,O
mirrored,T-NEG
walls,T-NEG
",",O
I,O
am,O
surprised,O
how,O
no,O
one,O
yet,O
broke,O
their,O
head,O
or,O
fall,O
off,O
the,O
stairs,O
",",O
mirrored,T-NEG
walls,T-NEG
make,O
you,O
dizzy,O
and,O
delusional,O
.,O
,
This,O
place,T-NEG
is,O
not,O
inviting,O
and,O
the,O
food,T-NEG
is,O
totally,O
weird,O
.,O
,
The,O
concept,O
of,O
japanese,T-NEG
tapas,T-NEG
is,O
newly,O
created,O
and,O
clearly,O
does,O
n't,O
work,O
.,O
,
Go,O
to,O
japanese,O
sushi,O
place,O
or,O
Spanish,O
tapas,O
place,O
",",O
this,O
creation,O
in,O
Williamsburg,O
is,O
a,O
misstake,O
.,O
,
Good,O
Food,T-POS
,
I,O
went,O
here,O
with,O
my,O
boyfriend,O
for,O
our,O
anniversary,O
.,O
,
The,O
food,T-POS
was,O
great,O
and,O
tasty,O
",",O
but,O
the,O
sitting,T-NEG
space,T-NEG
was,O
too,O
small,O
",",O
I,O
do,O
n't,O
like,O
being,O
cramp,O
in,O
a,O
corner,O
.,O
,
Over,O
all,O
it,O
was,O
a,O
very,O
nice,O
romantic,O
place,T-POS
.,O
,
I,O
would,O
recommend,O
to,O
ask,O
for,O
a,O
bigger,O
sitting,O
area,O
when,O
you,O
make,O
a,O
reservation,O
if,O
possible,O
,
Loved,O
it,O
,
The,O
food,T-POS
we,O
ordered,O
was,O
excellent,O
",",O
although,O
I,O
would,O
n't,O
say,O
the,O
margaritas,T-NEU
were,O
anything,O
to,O
write,O
home,O
about,O
.,O
,
Our,O
waitress,T-NEU
was,O
n't,O
mean,O
",",O
but,O
not,O
especially,O
warm,O
or,O
attentive,O
either,O
.,O
,
I,O
must,O
say,O
I,O
am,O
surprised,O
by,O
the,O
bad,O
reviews,O
of,O
the,O
restaurant,T-POS
earlier,O
in,O
the,O
year,O
",",O
though,O
.,O
,
Maybe,O
it,O
has,O
improved,O
since,O
then,O
?,O
,
Regardless,O
",",O
we,O
'll,O
be,O
back,O
and,O
ca,O
n't,O
wait,O
to,O
visit,O
in,O
the,O
summer,O
to,O
take,O
advantage,O
of,O
the,O
patio,T-POS
.,O
,
Dumbfoundingly,O
Poor,O
,
This,O
was,O
",",O
from,O
start,O
to,O
finish,O
",",O
a,O
mind-bogglingly,O
uncomfortable,O
experience,O
.,O
,
Lexicographers,O
take,O
note,O
",",O
a,O
new,O
and,O
fascinating,O
definition,O
of,O
rudeness,O
is,O
alive,O
and,O
flourishing,O
right,O
here,O
in,O
Brooklyn,O
.,O
,
The,O
servers,T-NEG
at,O
Flatbush,O
Farm,O
appear,O
to,O
have,O
perfected,O
that,O
ghastly,O
technique,O
of,O
making,O
you,O
feel,O
guilty,O
and,O
ashamed,O
for,O
deigning,O
to,O
attract,O
their,O
attention,O
.,O
,
Polite,O
acknowledgement,O
is,O
out,O
;,O
,
supercilious,O
scorn,O
is,O
in,O
.,O
,
A,O
different,O
server,T-NEG
enhanced,O
the,O
fun,O
",",O
dumping,O
our,O
entrees,O
in,O
front,O
of,O
us,O
halfway,O
through,O
our,O
appetizer,T-POS
which,O
was,O
delicious,O
.,O
,
At,O
$,O
120,O
for,O
two,O
people,O
",",O
however,O
",",O
this,O
in,O
no,O
way,O
represents,O
value,O
",",O
unless,O
you,O
're,O
looking,O
to,O
pay,O
by,O
the,O
hour,O
for,O
passive-aggressive,O
torture,O
.,O
,
On,O
that,O
scale,O
",",O
it,O
's,O
a,O
world-beater,O
.,O
,
How,O
is,O
this,O
palce,T-NEG
still,O
open,O
?,O
,
I,O
honestly,O
do,O
n't,O
even,O
know,O
where,O
to,O
begin,O
.,O
,
My,O
boyfriend,O
and,O
I,O
are,O
avid,O
restaurant,O
goers,O
",",O
and,O
we,O
are,O
always,O
on,O
the,O
lookout,O
for,O
new,O
places,O
and,O
our,O
friend,O
had,O
recommended,O
Flatbush,O
Farms,O
.,O
,
We,O
arrived,O
and,O
were,O
seated,O
immediately,O
",",O
which,O
made,O
us,O
both,O
happy,O
.,O
,
We,O
ordered,O
our,O
appetizers,O
",",O
I,O
ordered,O
the,O
chicken,O
and,O
my,O
boyfriend,O
the,O
salmon,O
.,O
,
I,O
took,O
one,O
look,O
at,O
the,O
chicken,T-NEG
and,O
I,O
was,O
appalled,O
.,O
,
It,O
was,O
served,O
with,O
skin,O
",",O
over,O
a,O
bed,O
of,O
extremely,O
undercooked,O
spinach,T-NEG
and,O
mashed,O
potatoes,O
.,O
,
My,O
boyfriend,O
asked,O
me,O
if,O
I,O
wanted,O
to,O
switch,O
and,O
eat,O
his,O
salmon,O
instead,O
",",O
while,O
he,O
de-skinned,O
the,O
chicken,O
so,O
that,O
I,O
could,O
enjoy,O
the,O
white,O
meat,O
.,O
,
I,O
took,O
one,O
bite,O
from,O
the,O
$,O
24,O
salmon,T-NEG
",",O
and,O
I,O
have,O
never,O
",",O
in,O
the,O
17,O
years,O
I,O
have,O
been,O
going,O
to,O
restaurants,O
tasted,O
salmon,T-NEG
as,O
fishy,O
",",O
as,O
dry,O
",",O
and,O
as,O
bland,O
as,O
the,O
one,O
in,O
Flatbush,O
Farms,O
.,O
,
At,O
this,O
point,O
",",O
the,O
waitress,T-NEG
comes,O
over,O
and,O
asks,O
us,O
if,O
everything,O
was,O
okay,O
",",O
I,O
was,O
literally,O
so,O
shocked,O
that,O
I,O
was,O
speechless,O
and,O
did,O
n't,O
say,O
anything,O
",",O
and,O
guess,O
what,O
",",O
the,O
waitress,T-NEG
WALKED,O
away,O
.,O
,
So,O
",",O
I,O
switch,O
with,O
my,O
boyfriend,O
again,O
to,O
see,O
if,O
maybe,O
I,O
could,O
stomach,O
the,O
meat,O
and,O
spinach,T-NEG
again,O
",",O
but,O
the,O
spinach,T-NEG
was,O
so,O
undercooked,O
that,O
I,O
just,O
could,O
not,O
bite,O
through,O
it,O
.,O
,
I,O
could,O
n't,O
even,O
enjoy,O
the,O
mashed,O
potatoes,O
because,O
it,O
was,O
hidden,O
completely,O
under,O
the,O
chicken,O
and,O
spinach,O
.,O
,
I,O
've,O
had,O
better,O
chicken,O
at,O
BBQs,O
!,O
!,O
!,O
!,O
,
So,O
I,O
decide,O
to,O
report,O
back,O
to,O
the,O
waitress,O
because,O
it,O
was,O
completely,O
inedible,O
.,O
,
Guess,O
what,O
",",O
I,O
waited,O
for,O
TWENTY,O
minutes,O
before,O
she,O
came,O
over,O
and,O
when,O
she,O
finally,O
did,O
",",O
she,O
says,O
",",O
oh,O
well,O
",",O
I,O
wish,O
you,O
would,O
have,O
said,O
something,O
earlier,O
No,O
apology,O
",",O
nothing,O
.,O
,
After,O
that,O
she,O
simply,O
took,O
our,O
plates,O
",",O
walked,O
away,O
",",O
came,O
back,O
another,O
TWENTY,O
minutes,O
later,O
with,O
the,O
bill,O
and,O
the,O
chicken,O
on,O
it,O
!,O
!,O
!,O
!,O
!,O
!,O
!,O
!,O
!,O
!,O
!,O
!,O
,
No,O
desert,O
menu,O
",",O
no,O
apology,O
",",O
nothing,O
!,O
!,O
!,O
!,O
!,O
!,O
,
I,O
was,O
literally,O
going,O
to,O
explode,O
",",O
but,O
instead,O
",",O
my,O
boyfriend,O
took,O
the,O
bill,O
and,O
went,O
to,O
find,O
the,O
manager,O
.,O
,
This,O
is,O
where,O
it,O
really,O
really,O
gets,O
bad,O
",",O
the,O
manager,T-NEG
said,O
",",O
there,O
is,O
absolutely,O
nothing,O
we,O
can,O
do,O
",",O
it,O
's,O
a,O
matter,O
of,O
taste,O
that,O
she,O
did,O
n't,O
like,O
it,O
",",O
and,O
I,O
can,O
not,O
comp,O
it,O
.,O
,
Again,O
",",O
no,O
apology,O
",",O
no,O
is,O
there,O
anything,O
else,O
I,O
can,O
get,O
you,O
",",O
no,O
can,O
I,O
get,O
you,O
a,O
drink,O
to,O
make,O
up,O
for,O
it,O
",",O
nothing,O
!,O
!,O
!,O
!,O
,
We,O
refused,O
to,O
pay,O
for,O
it,O
because,O
at,O
this,O
point,O
it,O
had,O
nothing,O
to,O
do,O
with,O
the,O
food,O
anymore,O
.,O
,
The,O
level,O
of,O
rudeness,O
was,O
preposterous,O
.,O
out.####The,O
manager,T-NEG
came,O
to,O
the,O
table,O
and,O
said,O
we,O
can,O
do,O
what,O
we,O
want,O
",",O
so,O
we,O
paid,O
for,O
what,O
we,O
did,O
enjoy,O
",",O
the,O
drinks,T-POS
and,O
appetizers,T-POS
",",O
and,O
walked,O
out,O
.,O
EXPERIENCE.####I,O
HAVE,O
NEVER,O
EVER,O
HAD,O
SUCH,O
AN,O
UNPLEASANT,O
EXPERIENCE,O
.,O
FIRED.####THIS,O
STAFF,T-NEG
SHOULD,O
BE,O
FIRED,O
.,O
pizza####cirspy,O
crust,O
margherita,T-POS
pizza,T-POS
yes.####we,O
have,O
been,O
there,O
3,O
times,O
since,O
last,O
week,O
we,O
alked,O
it,O
by,O
chance,O
first,O
day,O
the,O
manager,O
offerd,O
us,O
the,O
margherita,O
pizza,O
adn,O
we,O
said,O
yes,O
.,O
pizza.####it,O
was,O
really,O
good,O
pizza,T-POS
.,O
loaded:):):)####the,O
crust,T-POS
was,O
imazingly,O
cooked,O
well,O
and,O
pizza,T-POS
was,O
fully,O
loaded,O
",",O
",",O
",",O
review.####you,O
know,O
what,O
i,O
mean,O
all,O
the,O
positives,O
things,O
happening,O
there,O
made,O
mw,O
write,O
this,O
review,O
.,O
Manhattan####Single,O
Worst,O
Restaurant,T-NEG
in,O
Manhattan,O
tasty.####I,O
'll,O
being,O
with,O
a,O
couple,O
of,O
positives,O
",",O
cool,O
decor,T-POS
",",O
good,O
pita,T-POS
and,O
hummus,T-POS
",",O
and,O
grilled,T-POS
octopus,T-POS
that,O
was,O
actually,O
pretty,O
tasty,O
.,O
on.####Moving,O
on,O
.,O
place.####If,O
I,O
could,O
give,O
0,O
stars,O
I,O
would,O
do,O
so,O
for,O
this,O
place,T-NEG
.,O
italian.####Casa,O
La,O
Femme,O
is,O
to,O
middle,O
eastern,O
dining,O
what,O
Chuckie,O
Cheeze,O
is,O
to,O
italian,O
.,O
reviews.####The,O
reason,O
there,O
are,O
4,O
different,O
results,O
on,O
citysearch,O
for,O
the,O
same,O
place,O
is,O
because,O
they,O
keep,O
trying,O
to,O
start,O
a,O
new,O
thread,O
so,O
they,O
can,O
stock,O
it,O
with,O
positive,O
reviews,O
.,O
hide.####Wellthey,O
can,O
run,O
but,O
they,O
ca,O
n't,O
hide,O
.,O
restaurants.####I,O
live,O
in,O
the,O
West,O
Village,O
and,O
I,O
've,O
been,O
to,O
a,O
lot,O
of,O
restaurants,O
.,O
pleasant.####However,O
",",O
most,O
of,O
them,O
are,O
at,O
least,O
prompt,O
and,O
pleasant,O
.,O
begin.####This,O
place,T-NEG
where,O
do,O
i,O
begin,O
.,O
that.####It,O
is,O
quite,O
a,O
spectacular,O
scene,T-POS
i,O
'll,O
give,O
them,O
that,O
.,O
COME!!!!####The,O
decor,T-NEU
however,O
seems,O
to,O
be,O
the,O
distraction,O
so,O
you,O
wo,O
n't,O
notice,O
that,O
you,O
just,O
payed,O
300,O
bucks,O
for,O
some,O
cold,O
eggplant,T-NEG
that,O
took,O
2,O
FRICKIN,O
HOURS,O
TO,O
COME,O
!,O
!,O
!,O
!,O
me.####How,O
this,O
place,T-NEG
survives,O
the,O
competitive,O
west,O
village,O
market,O
in,O
this,O
economy,O
",",O
or,O
any,O
other,O
for,O
that,O
matter,O
",",O
is,O
beyond,O
me,O
.,O
Dogs!####Great,O
Hot,T-POS
Dogs,T-POS
!,O
UWS).####I,O
've,O
made,O
the,O
trip,O
out,O
here,O
a,O
few,O
times,O
with,O
a,O
friend,O
who,O
lives,O
nearby,O
I,O
live,O
on,O
UWS,O
.,O
amazing!####The,O
hot,T-POS
dogs,T-POS
are,O
top,O
notch,O
",",O
and,O
they,O
're,O
Slamwich,T-POS
is,O
amazing,O
!,O
happy!####Going,O
to,O
Bark,T-POS
is,O
always,O
worth,O
the,O
train,O
ride,O
",",O
and,O
will,O
make,O
your,O
tongue,O
and,O
belly,O
very,O
happy,O
!,O
menu.####Only,O
complaint,O
is,O
the,O
pricing,O
--,O
I,O
believe,O
it,O
would,O
be,O
more,O
reasonable,O
to,O
pay,O
a,O
dollar,O
less,O
on,O
each,O
item,O
listed,O
on,O
the,O
menu,T-NEG
.,O
food.####But,O
nonetheless,O
--,O
great,O
spot,T-POS
",",O
great,O
food,T-POS
.,O
####Fabulous,O
food,T-POS
",",O
if,O
the,O
front,T-NEG
of,T-NEG
house,T-NEG
staff,T-NEG
do,O
n't,O
put,O
you,O
off,O
####We,O
live,O
nearby,O
BFC,O
.,O
####It,O
's,O
a,O
little,O
out,O
of,O
our,O
price,O
range,O
for,O
dining,O
there,O
except,O
on,O
special,O
occasions,O
",",O
but,O
we,O
've,O
eaten,O
there,O
6,O
times,O
in,O
the,O
last,O
2,O
years,O
.,O
####Each,O
time,O
we,O
've,O
been,O
",",O
the,O
front,T-NEG
of,T-NEG
house,T-NEG
staff,T-NEG
not,O
the,O
waiters,T-POS
",",O
they,O
're,O
fantastic,O
",",O
but,O
the,O
people,O
who,O
greet,O
and,O
seat,O
you,O
has,O
been,O
so,O
hideous,O
to,O
us,O
that,O
were,O
it,O
not,O
for,O
the,O
exceptional,O
fish,T-POS
dishes,T-POS
I,O
would,O
never,O
return,O
.,O
later!####As,O
BFC,T-NEG
does,O
n't,O
take,O
reservations,O
you,O
almost,O
always,O
have,O
to,O
wait,O
by,O
the,O
bar,O
",",O
and,O
be,O
abused,O
by,O
the,O
front,T-NEG
of,T-NEG
house,T-NEG
staff,T-NEG
until,O
you,O
are,O
seated,O
",",O
which,O
can,O
be,O
over,O
an,O
hour,O
later,O
!,O
####The,O
frizzy,O
retro,O
girl,T-NEG
with,O
winged/,O
Dame,O
Edna,O
glasses,O
will,O
yell,O
at,O
you,O
if,O
you,O
try,O
to,O
order,O
a,O
drink,O
.,O
WTF??####I,O
was,O
almost,O
amused,O
by,O
the,O
fact,O
that,O
she,O
was,O
turning,O
away,O
customers,O
at,O
9pm,O
on,O
a,O
Friday,O
night,O
because,O
she,O
had,O
a,O
BBQ,O
to,O
go,O
to,O
that,O
night,O
",",O
WTF,O
?,O
?,O
rudely!####I,O
'd,O
be,O
horrified,O
if,O
my,O
staff,T-NEG
were,O
turning,O
away,O
customers,O
so,O
early,O
and,O
so,O
rudely,O
!,O
####There,O
's,O
another,O
girl,T-NEG
who,O
I,O
ca,O
n't,O
describe,O
",",O
she,O
is,O
about,O
5'6,O
with,O
brown,O
hair,O
",",O
who,O
eavesdrops,O
on,O
your,O
conversation,O
and,O
chimes,O
in,O
",",O
except,O
she,O
only,O
hears,O
the,O
last,O
part,O
of,O
what,O
you,O
said,O
",",O
so,O
her,O
uninvited,O
opinions,O
are,O
often,O
out,O
of,O
context,O
and,O
nothing,O
to,O
do,O
with,O
what,O
you,O
're,O
*really*,O
talking,O
about,O
.,O
employee.####Again,O
",",O
I,O
'd,O
be,O
super,O
upset,O
if,O
that,O
were,O
my,O
employee,O
.,O
####Considering,O
you,O
will,O
spend,O
at,O
least,O
$,O
60,O
a,O
head,O
",",O
I,O
expect,O
better,O
service,T-NEG
.,O
first...####So,O
",",O
if,O
you,O
're,O
walking,O
by,O
and,O
thinking,O
about,O
dining,O
",",O
you,O
might,O
want,O
to,O
see,O
who,O
's,O
going,O
to,O
be,O
seating,O
you,O
first,O
.,O
"out""####Maitre-D",T-NEG
and,O
get,O
out,O
weekend.####My,O
family,O
ate,O
here,O
last,O
weekend,O
.,O
arrogant.####The,O
food,T-POS
and,O
service,T-POS
were,O
fine,O
",",O
however,O
the,O
maitre-D,T-NEG
was,O
incredibly,O
unwelcoming,O
and,O
arrogant,O
.,O
dessert.####While,O
finishing,O
our,O
meals,O
which,O
included,O
a,O
high-end,O
bottle,T-POS
of,T-POS
wine,T-POS
",",O
our,O
son,O
's,O
fiance,O
joined,O
us,O
for,O
a,O
glass,O
of,O
wine,O
and,O
dessert,O
.,O
restaurant.####This,O
guy,O
refused,O
to,O
seat,O
her,O
and,O
she,O
left,O
",",O
followed,O
shortly,O
by,O
the,O
four,O
of,O
us,O
",",O
but,O
not,O
before,O
I,O
told,O
him,O
that,O
in,O
my,O
40,O
years,O
of,O
world,O
travel,O
",",O
including,O
Paris,O
",",O
that,O
I,O
had,O
never,O
seen,O
such,O
a,O
display,O
of,O
bad,O
behavior,O
by,O
a,O
frontman,T-NEG
in,O
a,O
restaurant,O
.,O
evening.####His,O
response,O
was,O
smug,O
",",O
arrogant,O
",",O
and,O
condescending,O
",",O
totally,O
consistent,O
with,O
his,O
deportment,O
on,O
display,O
all,O
evening,O
.,O
else.####A,O
word,O
to,O
the,O
wise,O
",",O
you,O
ca,O
n't,O
dine,O
here,O
and,O
disturb,O
the,O
maitre-D,T-NEG
's,O
sense,O
of,O
table,O
turnover,O
",",O
as,O
whacked,O
as,O
it,O
is,O
",",O
or,O
else,O
.,O
off-night.####If,O
you,O
go,O
here,O
",",O
do,O
it,O
on,O
his,O
off-night,O
.,O
time!####Best,O
meal,T-POS
in,O
a,O
long,O
time,O
!,O
evening.####Mussles,T-POS
and,O
calamari,T-POS
were,O
superb,O
Saturday,O
evening,O
.,O
perfect.####I,O
had,O
the,O
Lamb,T-POS
special,T-POS
which,O
was,O
perfect,O
.,O
swordfish.####My,O
father,O
had,O
the,O
flank,T-POS
steak,T-POS
which,O
was,O
very,O
good,O
",",O
and,O
my,O
mother,O
had,O
the,O
swordfish,O
.,O
experience.####The,T-POS
Four,T-POS
Seasons,T-POS
restaurant,T-POS
is,O
a,O
great,O
experience,O
.,O
better.####The,O
food,T-POS
is,O
great,O
and,O
the,O
environment,T-POS
is,O
even,O
better,O
.,O
once.####Everyone,O
must,O
come,O
here,O
at,O
least,O
once,O
.,O
it!####Highly,O
recommend,O
it,O
!,O
level####Taking,O
Hot,T-POS
Dogs,T-POS
to,O
the,O
next,O
level,O
dog.####At,O
first,O
glance,O
this,O
place,O
seems,O
a,O
bit,O
pricey,O
for,O
a,O
hot,T-POS
dog,T-POS
joint,O
",",O
but,O
at,O
Bark,T-NEG
you,O
do,O
n't,O
just,O
get,O
your,O
average,O
hot,T-POS
dog,T-POS
.,O
Atmosphere####Great,O
Atmosphere,T-POS
meal.####Went,O
to,O
this,O
place,O
this,O
place,O
on,O
a,O
real,O
cold,O
night,O
and,O
needed,O
a,O
quick,O
meal,O
.,O
ok.####I,O
highly,O
recommend,O
the,O
fish,T-POS
tacos,T-POS
",",O
everything,O
else,O
was,O
ok,O
.,O
night.####Cool,O
atmosphere,T-POS
",",O
the,O
fire,T-POS
place,T-POS
in,O
the,O
back,O
really,O
ads,O
to,O
it,O
but,O
needs,O
a,O
bit,O
more,O
heat,O
throughout,O
on,O
a,O
cold,O
night,O
.,O
management####Poor,O
service,T-NEG
and,O
management,T-NEG
place!####Do,O
n't,O
go,O
to,O
this,O
place,T-NEG
!,O
dinner.####Had,O
